timestamp,views,reach,like_count,comments_count,shares,saved,total_interactions,caption,permalink
2026-09-14T16:50:57+0000,4132,3076,455,16,197,101,824,1963: 300 adultos alfabetizados em 40 horas (Angicos). 1964: programa nacional criado por ,https://www.instagram.com/reel/DdRmq6IjDxN/
2026-09-14T12:04:37+0000,2494,1941,299,16,130,57,525,Engels: coautor do Manifesto Comunista. Na Ermen & Engels de 1850 a 1869 — SÓCIO a partir ,https://www.instagram.com/reel/DdRF5e8G6mn/
2026-09-13T21:14:38+0000,37157,29104,5191,258,3340,1281,10893,"Helene Demuth serviu a casa dos Marx de 1845 a 1883. Paul Johnson, historiador: recebia ca",https://www.instagram.com/reel/DdPgDurDE10/
2026-09-13T13:09:14+0000,203,151,17,2,1,4,25,26/08/2026: acordo de até US$ 18 bi da Meta com ~50 estados americanos. Homologação com a ,https://www.instagram.com/reel/DdOogbeEqil/
2026-09-12T17:01:43+0000,692,593,39,0,8,12,60,"Douyin (o TikTok da China), desde 18/09/2021: menor de 14 = 40 min/dia, desliga às 22h, co",https://www.instagram.com/reel/DdMeT0qDtB1/
2026-09-12T12:02:51+0000,465,387,40,3,2,11,58,"Suécia, set/2023 — ministra Lotta Edholm: ""os estudantes precisam de mais livros didáticos",https://www.instagram.com/reel/DdL8G7EAlm1/
2026-09-11T21:42:00+0000,904,756,35,2,21,21,82,"Jonathan Haidt, ""A Geração Ansiosa"" (26/03/2024 — 100+ semanas na lista do NYT). As 4 regr",https://www.instagram.com/reel/DdKZlv0DvkS/
2026-09-11T18:38:53+0000,460,374,28,0,14,9,52,"NYT (26/10/2018): no Vale do Silício, babá assina CONTRATO de zero celular na frente das c",https://www.instagram.com/reel/DdKEoxmjZFb/
2026-09-11T12:17:06+0000,79,72,6,0,3,2,12,"Evan Spiegel, dono do Snapchat (podcast, abr/2026; NYT, 18/08/2026):  Filho de 7 anos: 90 ",https://www.instagram.com/reel/DdJY8dfFbvA/
2026-09-10T16:47:22+0000,300,270,15,0,1,5,24,"Chris Anderson, ex-editor-chefe da WIRED, pai de 5, ao NYT (26/10/2018):  ""Na escala entre",https://www.instagram.com/reel/DdHS8BXAlP5/
2026-09-10T12:44:11+0000,223,190,10,0,0,5,15,"NYT (18/08/2026): como os chefes do Google, Snapchat e Apple criam os próprios filhos.  Pi",https://www.instagram.com/reel/DdG3P2dCf4N/
2026-09-09T21:45:30+0000,1821,1561,93,2,40,26,169,"Jovens (18-24) lendo por prazer: 27% → 14% em 10 anos (NEA, 2024). Estudo de 20 anos com 2",https://www.instagram.com/reel/DdFQZ60E_TV/
2026-09-09T17:48:14+0000,725,601,22,1,2,7,36,"Com data e assinatura:  Ayaan Hirsi Ali (11/11/2023, ensaio próprio) · Paul Kingsnorth (20",https://www.instagram.com/reel/DdE1Pzxj0Dm/
2026-09-09T12:22:16+0000,383,305,31,5,1,12,52,"""Noites Brancas"" (Dostoiévski, 1848): Penguin Classic nº 1 do Reino Unido em 2024 — 50 mil",https://www.instagram.com/reel/DdEP575iqVT/
2026-09-08T21:26:18+0000,679,573,42,0,3,12,59,"Gallup (16/04/2026), homens de 18-29 nos EUA:  Religião ""muito importante"": 28% → 42% em 2",https://www.instagram.com/reel/DdCpZ0JDGwx/
2026-09-08T11:26:40+0000,203,163,13,4,2,4,24,"Circana BookScan (auditoria do mercado editorial americano), fechamento de 2025:  19 MILHÕ",https://www.instagram.com/reel/DdBkyRKFYUC/
2026-09-07T20:47:11+0000,420,354,26,1,4,7,41,"Batismos de ADULTOS na Páscoa, França (contagem oficial da Conferência dos Bispos):  2016:",https://www.instagram.com/reel/DdAAIlxjb25/
2026-09-07T16:24:29+0000,121,88,5,0,3,2,10,"O ""4% → 16%"" que rodou o mundo caiu: a própria Bible Society retirou o relatório em março/",https://www.instagram.com/reel/Dc_iEwalBeT/
2026-09-06T21:54:34+0000,339,271,13,0,4,9,26,Lei 15.211/2025 (ECA Digital) — em vigor desde 17/03/2026:  Art. 9º: verificação de idade ,https://www.instagram.com/reel/Dc9jD1sjYmR/
2026-09-06T17:50:50+0000,863,741,40,2,4,10,58,UNESCO (26/07/2023): celular fora da escola — a PROXIMIDADE já rouba atenção. Holanda: ban,https://www.instagram.com/reel/Dc9HKuNCdPj/
2026-09-06T14:04:59+0000,96,69,7,0,0,2,9,"""O cérebro dos nossos filhos não está à venda"" — ministra Anne Le Hénanff, Assembleia Naci",https://www.instagram.com/reel/Dc8tT7gitvD/
2026-09-05T20:28:48+0000,370,300,24,1,9,7,42,"Austrália, dez/2025: primeira lei do mundo — rede social só aos 16. Multa: até A$ 49,5 mil",https://www.instagram.com/reel/Dc60ba6Dk55/
2026-09-04T22:01:24+0000,156,109,12,0,1,2,16,"33 procuradores-gerais. Democratas E republicanos. Mesma ação, out/2023.  As escolas entra",https://www.instagram.com/reel/Dc4aP50EX_s/
2026-09-04T18:39:07+0000,254,211,14,0,4,5,24,"Sean Parker, 1º presidente do Facebook, 2017:  ""Nós entendíamos isso conscientemente. E fi",https://www.instagram.com/reel/Dc4DGQ8CgVP/
2026-09-04T14:54:27+0000,210,182,10,0,5,4,22,Crianças abaixo da idade mínima. Pedidos de atos sexuais. Na realidade virtual.  A ordem d,https://www.instagram.com/reel/Dc3pYtggQPT/
2026-09-04T11:22:50+0000,319,268,7,0,1,3,12,Ele construiu as ferramentas de proteção. Saiu. Voltou em 2019.  Tinham removido tudo. No ,https://www.instagram.com/reel/Dc3RLV_iV2J/
2026-09-03T21:06:29+0000,219,179,8,0,2,1,13,"Arturo Bejar, engenheiro de proteção da Meta, sob juramento:  1 em cada 8 adolescentes de ",https://www.instagram.com/reel/Dc1vBDqzNa6/
2026-09-03T17:03:56+0000,106,78,10,0,1,2,13,Não é o celular. Não é a escola. Não é teu filho.  É o sistema que te convence a sair do p,https://www.instagram.com/reel/Dc1TWxATn7l/
2026-09-03T10:38:31+0000,310,252,24,0,44,9,79,"Quando família significa tudo, não significa nada.  E o que não significa nada, ninguém de",https://www.instagram.com/reel/Dc0nII_TiHe/
2026-09-02T20:20:57+0000,137,90,13,1,34,3,52,"""Minha verdade"" não descreve. Blinda.  A pergunta: ""isso vale pra todo mundo ou só pra voc",https://www.instagram.com/reel/DczE_lfTlKA/
2026-09-02T16:05:58+0000,372,243,22,2,5,9,41,Clássico: livre é quem governa a si mesmo.  Capturado: livre é quem obedece qualquer impul,https://www.instagram.com/reel/Dcyn0BhTbQ5/
2026-09-02T10:51:30+0000,321,262,24,0,38,9,75,Tolerar pressupõe discordar. Sempre pressupôs.  A versão capturada exige aprovação — e esm,https://www.instagram.com/reel/DcyD6xWzjVG/
2026-09-01T19:56:32+0000,720,591,45,2,50,17,119,"Antes: amor = querer o bem real. Agostinho: ordo amoris.  Agora: amor = validar tudo, corr",https://www.instagram.com/reel/DcwdaMHzFp9/
2026-09-01T17:17:50+0000,1564,1282,68,1,43,32,149,"Mesmo som. Significado trocado. Ninguém te avisou.  Orwell, 1949: quem controla a linguage",https://www.instagram.com/reel/DcwLPqoz3bN/
2026-09-01T11:07:45+0000,546,424,17,0,55,10,84,"Mensalidade compra prédio, uniforme e sossego.  Não compra caráter. Isso não está em contr",https://www.instagram.com/reel/Dcvg5HKzj3b/
2026-08-31T20:32:36+0000,652,538,34,0,7,15,58,Piscina é acessório. Estes 5 são estrutura:  Fundamento declarado. Quem escolhe o material,https://www.instagram.com/reel/Dct81ACToJb/
2026-08-31T15:12:35+0000,1698,1320,128,4,91,62,290,3 perguntas. 15 minutos. Sem escapatória.  1. Quais autores fundamentam a proposta? 2. Pro,https://www.instagram.com/reel/DctYNi8T_OA/
2026-08-31T10:55:37+0000,407,327,17,0,2,6,27,10 minutos. 5 marcadores. O livro entrega tudo.  Identidade fluida. Relativismo. Redefiniç,https://www.instagram.com/reel/Dcs64EeTQMx/
2026-08-30T23:14:38+0000,445,343,35,2,20,9,68,"Lei 12.612/2012: Freire é patrono da educação brasileira.  Pedagogia do Oprimido, 1968: ed",https://www.instagram.com/reel/DcrqkPPzSbU/
2026-08-30T20:06:36+0000,1777,1420,98,5,54,46,207,O crucifixo fica na parede. A metodologia fica no PPP.  Peça o Projeto Político-Pedagógico,https://www.instagram.com/reel/DcrVDXdTXqD/
2026-08-30T13:43:22+0000,1661,1355,106,10,50,41,215,5 casos. 1 padrão. 4 pilares.  Atenção protegida. Formação clássica. Presença. Longo prazo,https://www.instagram.com/reel/DcqpMxbTsWG/
2026-08-29T17:10:31+0000,6441,5371,371,22,127,134,681,"Eton, fundada em 1440. ~20 primeiros-ministros.  Latim, grego, retórica, cânone — até hoje",https://www.instagram.com/reel/DcocHPCTyOb/
2026-08-28T13:36:59+0000,26441,19269,2596,313,1748,1006,5860,Eles vendem uma pedagogia. E compram outra — em dólar.  Série nova: OS SEGREDOS DA ELITE. ,https://www.instagram.com/reel/Dcle4o_T6gU/
2026-08-27T20:40:34+0000,305,233,29,2,12,8,55,"Gates, em entrevista de 2017: celular só aos 14.  Nada na mesa. Nada antes de dormir.  Que",https://www.instagram.com/reel/Dcjqn6szOPN/
2026-08-27T15:56:05+0000,3049,2704,40,0,16,13,72,"NYT, 2011: ""A Silicon Valley School That Doesn't Compute"".  Executivos de tecnologia. Esco",https://www.instagram.com/reel/DcjKAFWzXEY/
2026-08-27T12:05:11+0000,519,366,58,3,36,16,120,Sidwell Friends: ~US$ 50 mil/ano. Latim no currículo.  Discurso público: pedagogia crítica,https://www.instagram.com/reel/DcivlWyzZpE/
2026-05-29T21:20:50+0000,252,199,12,1,6,5,24,Lista honesta de quem aplica.  Nem todos os 5 são bíblicos. Nem todos são cristãos. Mas to,https://www.instagram.com/reel/DY7_toezllb/
2026-05-29T11:01:30+0000,217,193,14,0,0,0,14,A aula de Religião na escola é teste de fogo.  Tipo 1: ridiculariza o professor (raiva sem,https://www.instagram.com/reel/DY641OFTJKp/
2026-05-28T21:46:43+0000,239,188,20,1,2,2,28,"Vamos ao diagnóstico duro:  Filho cristão típico de 11 anos hoje não sabe definir VIRTUDE,",https://www.instagram.com/reel/DY5d4hCT6rn/
2026-05-28T11:09:47+0000,184,168,12,0,1,0,13,"Pesquisa do Fuller Youth Institute (Kara Powell) mapeou famílias cuja fé ""atravessou"" pra ",https://www.instagram.com/reel/DY4U_SkzURj/
2026-05-27T21:13:50+0000,1503,1258,8,0,1,1,10,Você não tá enlouquecendo. Tá VENDO.  Galera da escola tem 25-30h por semana com seu filho,https://www.instagram.com/reel/DY21U_uThZ4/
2026-05-27T11:10:17+0000,1461,1286,56,1,18,9,86,"""Como foi a aula hoje, filho?""  Você pergunta. Ele responde ""boa"".  Conversa termina ali. ",https://www.instagram.com/reel/DY1wQg8zu15/
2026-05-26T21:49:19+0000,175,148,17,0,1,1,19,Existem 3 tipos de filho cristão hoje em dia — e só 1 chega adulto com fé sólida. Qual é o,https://www.instagram.com/reel/DY0UlOYzUwn/
2026-05-26T17:35:30+0000,710,580,49,2,8,9,75,Como Tomás de Aquino veria o ativismo trans entrando na escola do seu filho — e por que el,https://www.instagram.com/reel/DYz3jQ0T31P/
2026-05-26T11:03:41+0000,152,128,7,0,1,1,11,Pergunta inocente. Consequência invisível.  Você não está sendo mau pai. Está sendo pai di,https://www.instagram.com/reel/DYzKtoaz_eo/
2026-05-25T21:11:25+0000,3815,3206,71,2,29,6,114,Primeiro adulto é fácil: você ou sua esposa.  O segundo é o que decide o tom da adolescênc,https://www.instagram.com/reel/DYxrdjAzo4z/
2026-05-25T17:32:27+0000,98,80,4,0,12,1,17,C.S. Lewis escreveu Cartas do Diabo em 1942.  Estratégias do inferno descritas como manual,https://www.instagram.com/reel/DYxSZ9ZTmCW/
2026-05-25T12:26:50+0000,945,762,55,1,42,8,110,"Provocação difícil. Aguenta até o fim.  O sociólogo Christian Smith, da Notre Dame, lidero",https://www.instagram.com/reel/DYwvcAwza1Q/
2026-05-24T20:05:25+0000,302,262,12,0,19,1,33,"Vocabulário muda antes do comportamento.  Quando você percebe palavra nova, o trilho menta",https://www.instagram.com/reel/DYu_HlJT3hb/
2026-05-24T13:56:09+0000,248,225,8,0,0,0,9,Ninguém da igreja te conta. Por covardia ou desconhecimento.  Eu vou te contar — mesmo que,https://www.instagram.com/reel/DYuUzCcz0CM/
2026-05-23T18:32:17+0000,475,425,13,0,0,2,15,Evite essas 3 frases pro seu filho cristão entre 10 e 14  Você acha que ajuda. Mata a fé e,https://www.instagram.com/reel/DYsPpxDTr6J/
2026-05-23T11:42:25+0000,3961,3510,28,0,1,3,33,Inverte o problema. Não é doutrinação que pega o filho. É distração que entrega o filho.  ,https://www.instagram.com/reel/DYrgwZLTUu_/
2026-05-22T20:48:00+0000,2653,2301,27,0,4,6,39,Você não precisa entrar em conflito com a escola.  5 perguntas. 5 dias. Você sai sabendo o,https://www.instagram.com/reel/DYp6U9FzgYL/
2026-05-22T15:28:17+0000,60,52,4,0,0,1,7,Três expectativas. Três descartes.  A causa real é estrutural. E não tá na escola.  Está n,https://www.instagram.com/reel/DYpVzw8T_lf/
2026-05-22T10:23:57+0000,25,22,2,0,0,0,2,Pergunta inocente. Consequência invisível.  Você não está sendo mau pai. Está sendo pai di,https://www.instagram.com/reel/DYoy-9tzcFk/
2026-05-21T21:43:46+0000,28,26,3,0,0,1,4,Não é qualquer oração. É uma específica.  5 mudanças observáveis em 90 dias — testadas em ,https://www.instagram.com/reel/DYnb-i6ToZG/
2026-05-21T14:46:11+0000,6192,5252,380,9,471,49,921,Família de elite ENSINA EM CASA o que paga pra escola pública ignorar.  3 conceitos que os,https://www.instagram.com/reel/DYmsIfnT26u/
2026-05-20T21:24:28+0000,4958,3802,353,21,593,19,1035,"Freire não escondeu. Está escrito.  ""Pedagogia do Oprimido"", 1968: educação é ato político",https://www.instagram.com/reel/DYk08xxznMy/
2026-05-19T21:04:26+0000,117,99,2,0,2,0,4,"Doutrinação não é teoria da conspiração. É auditoria.  Método clássico, testado em 2.500 a",https://www.instagram.com/reel/DYiN42-Tl2b/
2026-05-19T11:08:26+0000,1221,1064,18,0,4,1,25,"Orwell, 1949: quem controla as palavras controla  o pensamento.  ""Todes amigues"" não é var",https://www.instagram.com/reel/DYhJnoVz7g2/
2026-05-18T23:14:17+0000,136,125,1,0,0,0,1,"""Como foi a aula?"" é pergunta de elevador.  Existem 4 perguntas que viram raio-X da escola",https://www.instagram.com/reel/DYf388UzuzN/
2026-05-18T17:18:34+0000,2194,1943,37,0,0,3,44,"Olavo previu. Brasil cristão ignorou.  Resultado: 2026 com BNCC freireana, escola particul",https://www.instagram.com/reel/DYfPOyNz3v0/
2026-05-18T12:18:59+0000,144,134,2,0,0,1,3,Não é minha opinião. É leitura estrutural de 2.500 anos de tradição cristã ocidental.  3 l,https://www.instagram.com/reel/DYes9R3zLUI/
2026-05-17T18:55:08+0000,143,127,4,0,0,0,4,Não é arrogância. É que 15 anos estudando filosofia política me ensinaram a ler padrões.  ,https://www.instagram.com/reel/DYc1cddT6Sj/
2026-05-17T11:58:29+0000,150,134,3,0,1,0,4,"Mãe ora muito. Avó ora muito. Pai... vai ao culto.  Em uma geração, isso vira o que estamo",https://www.instagram.com/reel/DYcF0lMTzWY/
2026-05-16T12:11:05+0000,2483,2138,17,1,6,0,25,"O ativismo trans odeia pais cristãos que fazem essas conversas... Personifico, sim. Ideolo",https://www.instagram.com/reel/DYZiditzg_E/
2026-05-15T19:32:33+0000,6889,5757,251,6,92,7,383,"Mensalidade de 8, 10, 15 mil reais por mês NÃO compra ideologia diferente. Compra quadra m",https://www.instagram.com/reel/DYXwMmgT0WF/
2026-05-15T11:03:19+0000,180,170,6,0,0,0,6,"60 minutos por dia. Inocente, né?  Em 12 meses, isso é 365 horas de algoritmo formatando o",https://www.instagram.com/reel/DYW16LYTnha/
2026-05-14T23:16:33+0000,140,119,4,1,2,1,10,"Aos 22 anos, descobrir que perdeu o filho da fé é tarde.  Aos 12, 13, 14 — ainda dá pra re",https://www.instagram.com/reel/DYVlBxvzbGJ/
2026-05-14T17:46:22+0000,136,122,6,0,1,2,10,TikTok é fácil de culpar. Vai te fazer sentir bem por 30 segundos.  E não resolve nada por,https://www.instagram.com/reel/DYU_HPkTA9F/
2026-05-14T11:10:06+0000,64,60,3,1,1,0,5,"Rebeldia é o que pastor distraído chama de ""fase"".  Mas o motivo real raramente entra na p",https://www.instagram.com/reel/DYUR60RTDwx/
2026-05-13T17:52:08+0000,4,3,0,0,0,0,0,,https://www.instagram.com/p/DYSbMkoEUf6/
2026-05-12T23:55:13+0000,119,112,4,1,0,0,5,Sou Paulo Lima — O Guardião da Tradição.  Pai cristão. Doutorando em Filosofia. Decidi não,https://www.instagram.com/reel/DYQf32BTiQB/
2026-05-12T14:58:25+0000,211,183,4,1,0,4,9,Sou Paulo Lima — O Guardião da Tradição.  Pai cristão. Doutorando em Filosofia. Decidi não,https://www.instagram.com/reel/DYPicJzTwB8/
2026-05-12T11:26:25+0000,130,121,2,0,0,0,2,,https://www.instagram.com/reel/DYPKLpPTxr9/
2026-05-12T02:43:39+0000,5,3,0,0,0,0,0,,https://www.instagram.com/p/DYOOb2RDM_v/
2026-05-12T02:36:24+0000,7,3,0,0,0,0,0,,https://www.instagram.com/p/DYONmvBDJ5D/
2026-01-31T16:57:48+0000,18,12,3,0,0,0,3,#conservadoresunidos #filosofão #conservadores,https://www.instagram.com/reel/DULr3gFkc3u/
2026-01-15T22:12:02+0000,22,15,2,0,0,0,2,#conservadoresunidos #filosofão #conservadores,https://www.instagram.com/reel/DTjDIS9kZKN/
2026-01-14T23:38:30+0000,33,22,2,0,0,0,3,,https://www.instagram.com/reel/DTgoOzfjZr7/
